timestamp,views,likes,comments
2026-09-14T18:00:36.129162+00:00,442,12,4
2026-09-14T19:01:13.060331+00:00,693,19,4
2026-09-14T20:01:22.909457+00:00,1903,31,6
2026-09-14T21:00:57.188143+00:00,3049,34,6
2026-09-14T22:01:19.141168+00:00,4281,37,31
2026-09-14T23:01:30.107485+00:00,5574,39,26
2026-09-15T00:01:03.289018+00:00,6728,41,5
2026-09-15T01:00:47.245320+00:00,7592,43,6
2026-09-15T02:00:49.471555+00:00,8040,45,6
2026-09-15T03:00:57.545415+00:00,8602,49,6
2026-09-15T04:00:43.860045+00:00,9378,52,6
2026-09-15T05:01:25.123352+00:00,9720,53,6
2026-09-15T06:00:50.491610+00:00,10091,55,6
2026-09-15T07:01:06.574777+00:00,10368,56,6
2026-09-15T08:00:33.001218+00:00,10713,57,7
2026-09-15T09:01:04.662014+00:00,11046,58,7
2026-09-15T10:01:10.456981+00:00,11505,60,7
2026-09-15T11:00:43.106859+00:00,11660,62,7
2026-09-15T12:01:01.094228+00:00,11794,64,7
2026-09-15T13:00:48.895168+00:00,12031,64,7
2026-09-15T14:00:58.587440+00:00,12347,64,9
2026-09-15T15:00:35.099761+00:00,12627,66,9
2026-09-15T16:01:48.858433+00:00,12858,66,9
2026-09-15T17:01:05.310454+00:00,12992,66,9
2026-09-15T18:00:56.234634+00:00,13046,67,9
2026-09-15T19:01:29.480012+00:00,13131,67,9
2026-09-15T20:00:42.442481+00:00,13298,67,9
2026-09-15T21:01:10.966064+00:00,13508,67,9
2026-09-15T22:01:34.759708+00:00,13685,67,9
2026-09-15T23:01:26.163321+00:00,13943,67,11
2026-09-16T00:00:37.540825+00:00,14099,68,11
2026-09-16T01:01:05.194057+00:00,14225,68,11
2026-09-16T02:01:03.814878+00:00,14306,68,11
2026-09-16T03:00:42.979094+00:00,14389,68,11
2026-09-16T04:01:01.811875+00:00,14477,68,11
2026-09-16T05:00:38.823516+00:00,14544,68,11
2026-09-16T06:01:11.323339+00:00,14624,68,11
2026-09-16T07:01:09.355382+00:00,14685,68,11
2026-09-16T08:00:46.816315+00:00,14736,68,11
2026-09-16T09:01:00.549530+00:00,14817,68,11
2026-09-16T10:01:06.798172+00:00,15035,68,11
2026-09-16T11:00:41.125753+00:00,15052,68,11
2026-09-16T12:00:40.297829+00:00,15052,68,11
2026-09-16T13:01:22.692066+00:00,15052,68,11
2026-09-16T14:00:37.074480+00:00,15149,68,11
2026-09-16T15:01:16.410390+00:00,15149,68,11
2026-09-16T16:02:02.810592+00:00,15149,68,11
2026-09-16T17:00:44.459454+00:00,15277,68,11
2026-09-16T18:01:04.458930+00:00,15277,68,11
2026-09-16T19:01:11.597893+00:00,15682,69,12
2026-09-16T20:00:53.720466+00:00,15823,69,12
2026-09-16T21:01:31.313403+00:00,15957,69,12
2026-09-16T22:01:08.658325+00:00,16100,69,12
2026-09-16T23:01:05.442599+00:00,16283,69,12
2026-09-17T00:00:43.716721+00:00,16460,69,12
2026-09-17T01:00:55.436535+00:00,16590,69,12
2026-09-17T02:01:06.744327+00:00,16676,69,12
2026-09-17T03:00:42.004267+00:00,16723,69,12
2026-09-17T04:01:08.701267+00:00,16747,69,12
2026-09-17T05:00:43.082693+00:00,16773,69,12
2026-09-17T06:01:45.027029+00:00,16777,69,12
2026-09-17T07:00:46.806717+00:00,16777,69,12
2026-09-17T08:00:41.171425+00:00,16777,69,12
2026-09-17T09:01:17.161023+00:00,16818,69,12
2026-09-17T10:00:36.996895+00:00,16818,69,12
2026-09-17T11:01:20.774181+00:00,16818,69,12
2026-09-17T12:01:22.433441+00:00,16850,69,12
2026-09-17T13:01:25.865756+00:00,16850,69,12
2026-09-17T14:01:24.708408+00:00,16850,69,12
2026-09-17T15:01:14.255164+00:00,16850,69,12
2026-09-17T16:01:11.683866+00:00,16854,69,12
2026-09-17T17:01:15.003373+00:00,16861,70,12
2026-09-17T18:00:40.235061+00:00,16861,70,12
2026-09-17T19:01:00.035318+00:00,16861,70,12
2026-09-17T20:01:13.225451+00:00,16863,70,12
2026-09-17T21:00:53.373093+00:00,16863,70,12
2026-09-17T22:01:24.570996+00:00,16864,70,12
2026-09-17T23:00:46.407346+00:00,16864,70,12
2026-09-18T00:01:06.051310+00:00,16865,70,12
2026-09-18T01:00:56.068836+00:00,16865,70,12
2026-09-18T02:01:13.653576+00:00,16865,70,12
2026-09-18T03:00:53.106740+00:00,16909,70,12
2026-09-18T04:01:15.045395+00:00,16904,70,12
2026-09-18T05:01:02.341712+00:00,16914,70,12
2026-09-18T06:01:18.825511+00:00,16910,70,12
2026-09-18T07:01:08.131722+00:00,16915,70,12
2026-09-18T08:00:49.709899+00:00,16915,70,12
2026-09-18T09:01:05.442565+00:00,16915,70,12
2026-09-18T10:01:05.576115+00:00,16890,70,12
2026-09-18T11:00:39.741794+00:00,16890,70,12
2026-09-18T12:01:15.808788+00:00,16890,70,12
2026-09-18T13:01:24.905535+00:00,16890,70,12
2026-09-18T14:01:18.650515+00:00,16890,70,12
2026-09-18T15:00:43.052279+00:00,16890,70,12
2026-09-18T16:01:02.778053+00:00,16890,70,12
2026-09-18T17:00:59.482749+00:00,16890,70,12
2026-09-18T18:01:09.816526+00:00,16890,70,12
2026-09-18T19:01:21.233879+00:00,16890,70,12
2026-09-18T20:01:04.204516+00:00,16890,70,12
2026-09-18T21:01:18.044215+00:00,16890,70,12
2026-09-18T22:01:02.168335+00:00,16890,70,12
2026-09-18T23:00:47.088287+00:00,16892,70,12
2026-09-19T00:01:05.759379+00:00,16892,70,12
2026-09-19T01:01:01.901863+00:00,16892,70,12
2026-09-19T02:00:47.150948+00:00,16901,70,12
2026-09-19T03:00:58.246013+00:00,16901,70,12
2026-09-19T04:00:09.133236+00:00,16901,70,12
2026-09-19T05:00:12.402681+00:00,16906,70,12
2026-09-19T10:00:09.394903+00:00,16914,71,12
2026-09-20T00:00:10.559634+00:00,16704,71,12
2026-09-20T01:00:09.065310+00:00,16704,71,12
2026-09-20T02:02:02.974223+00:00,16704,71,12
2026-09-20T03:00:43.765005+00:00,16706,71,12
2026-09-20T04:00:40.995135+00:00,16706,71,12
2026-09-20T05:00:41.310742+00:00,16706,71,12
2026-09-20T06:01:03.821638+00:00,16706,71,12
2026-09-20T07:01:14.179903+00:00,16714,71,12
2026-09-20T08:01:05.616867+00:00,16379,71,12
2026-09-20T09:00:40.922649+00:00,16714,71,12
2026-09-20T10:01:08.843674+00:00,16382,71,12
2026-09-20T11:00:56.591333+00:00,16382,71,12
2026-09-20T12:00:48.859836+00:00,16382,71,12
2026-09-20T13:01:17.830595+00:00,16384,71,12
2026-09-20T14:00:40.068468+00:00,16384,71,12
2026-09-20T15:01:15.553419+00:00,16384,71,12
2026-09-20T16:00:55.482253+00:00,16386,71,12
2026-09-20T17:00:59.054466+00:00,16386,71,12
2026-09-20T18:00:58.066758+00:00,16386,71,12
2026-09-20T19:01:02.971268+00:00,16386,71,12
2026-09-20T20:00:48.117020+00:00,16392,71,12
2026-09-20T21:01:06.445895+00:00,16392,71,12
2026-09-20T22:01:06.169920+00:00,16392,71,12
2026-09-20T23:01:06.677509+00:00,16364,71,12
2026-09-21T00:01:10.277522+00:00,16364,71,12
2026-09-21T01:00:41.063522+00:00,16368,71,12
2026-09-21T02:01:10.205397+00:00,16369,71,12
2026-09-21T03:01:09.841284+00:00,16369,71,12
2026-09-21T04:01:23.210071+00:00,16369,71,12
2026-09-21T05:00:59.584416+00:00,16376,71,12
2026-09-21T06:00:47.425560+00:00,16376,71,12
2026-09-21T07:01:05.142195+00:00,16376,71,12
2026-09-21T08:01:20.650125+00:00,16379,71,12
2026-09-21T09:01:20.523714+00:00,16379,71,12
2026-09-21T10:01:18.824626+00:00,16375,71,12
2026-09-21T11:01:16.393032+00:00,16373,71,12
2026-09-21T12:01:07.349615+00:00,16375,71,12
2026-09-21T13:01:19.617873+00:00,16375,71,12
2026-09-21T14:01:03.591278+00:00,16378,71,12
2026-09-21T15:00:43.650802+00:00,16378,71,12
2026-09-21T16:01:12.460155+00:00,16381,71,12
2026-09-21T17:01:18.793776+00:00,16381,71,12
2026-09-21T18:00:33.324977+00:00,16381,71,12
2026-09-21T19:00:42.866557+00:00,16386,71,12
2026-09-21T20:02:00.972369+00:00,16386,71,12
2026-09-21T21:00:54.376062+00:00,16386,71,12
2026-09-21T22:00:42.373754+00:00,16386,71,12
2026-09-21T23:00:40.400922+00:00,16392,71,12
2026-09-22T00:01:10.428643+00:00,16393,71,12
2026-09-22T01:01:13.751352+00:00,16397,71,12
2026-09-22T02:01:15.438366+00:00,16397,71,12
2026-09-22T03:00:50.129632+00:00,16397,71,12
2026-09-22T04:00:36.433823+00:00,16397,71,12
2026-09-22T05:01:07.378937+00:00,16401,71,12
2026-09-22T06:00:35.693304+00:00,16401,71,12
2026-09-22T07:01:09.409221+00:00,16401,71,12
2026-09-22T08:01:00.938359+00:00,16402,71,12
2026-09-22T09:01:29.071738+00:00,16402,71,12
2026-09-22T10:01:42.472362+00:00,16402,71,12
2026-09-22T11:00:56.793653+00:00,16402,72,12
2026-09-22T12:00:50.914081+00:00,16402,72,12
2026-09-22T13:01:26.867641+00:00,16403,72,12
2026-09-22T14:01:05.243053+00:00,16405,72,12
2026-09-22T15:00:39.906129+00:00,16405,72,12
2026-09-22T16:00:57.986566+00:00,16405,72,12
2026-09-22T17:01:04.228705+00:00,16408,72,12
2026-09-22T18:01:14.055168+00:00,16408,72,12
2026-09-22T19:01:16.936216+00:00,16408,72,12
