timestamp,views,likes,comments
2026-09-21T14:01:12.773945+00:00,54,3,1
2026-09-21T15:00:54.629204+00:00,152,6,3
2026-09-21T16:01:23.408666+00:00,716,11,3
2026-09-21T17:01:28.657738+00:00,1612,16,4
2026-09-21T18:00:44.158131+00:00,2476,18,4
2026-09-21T19:00:52.825916+00:00,3046,19,4
2026-09-21T20:02:11.443487+00:00,3422,22,5
2026-09-21T21:01:04.394358+00:00,3583,23,5
2026-09-21T22:00:51.668223+00:00,3750,21,5
2026-09-21T23:00:50.734518+00:00,3874,21,5
2026-09-22T00:01:19.558645+00:00,3977,22,5
2026-09-22T01:01:23.945519+00:00,4078,25,6
2026-09-22T02:01:26.311427+00:00,4173,25,6
2026-09-22T03:01:01.548374+00:00,4255,26,6
2026-09-22T04:00:48.115072+00:00,4333,26,6
2026-09-22T05:01:19.350271+00:00,4410,27,6
2026-09-22T06:00:45.955661+00:00,4481,28,6
2026-09-22T07:01:19.249320+00:00,4542,28,6
2026-09-22T08:01:10.859295+00:00,4615,29,6
2026-09-22T09:01:39.449761+00:00,4699,30,6
2026-09-22T10:01:51.078817+00:00,4803,31,6
2026-09-22T11:01:06.322746+00:00,4835,32,6
2026-09-22T12:01:02.527191+00:00,4903,33,6
2026-09-22T13:01:36.472990+00:00,4957,36,6
2026-09-22T14:01:16.109394+00:00,5025,36,7
2026-09-22T15:00:50.051887+00:00,5098,36,7
2026-09-22T16:01:08.057154+00:00,5143,37,7
2026-09-22T17:01:15.796971+00:00,5218,37,8
2026-09-22T18:01:22.877751+00:00,5242,37,8
2026-09-22T19:01:27.061967+00:00,5307,37,8
2026-09-22T20:01:14.404707+00:00,5352,37,8
