timestamp,views,likes,comments
2026-09-17T12:01:28.447713+00:00,592,12,1
2026-09-17T13:01:31.881186+00:00,1495,39,12
2026-09-17T14:01:31.092972+00:00,1711,47,28
2026-09-17T15:01:20.728068+00:00,1711,57,21
2026-09-17T16:01:22.258165+00:00,1711,62,21
2026-09-17T17:01:20.985818+00:00,5398,63,20
2026-09-17T18:00:46.387519+00:00,9755,63,21
2026-09-17T19:01:06.293517+00:00,11640,64,21
2026-09-17T20:01:19.532424+00:00,12717,65,21
2026-09-17T21:00:58.855392+00:00,13352,66,21
2026-09-17T22:01:30.519254+00:00,13557,67,20
2026-09-17T23:00:52.434682+00:00,13845,68,20
2026-09-18T00:01:12.346251+00:00,14208,68,20
2026-09-18T01:01:05.573858+00:00,14377,69,20
2026-09-18T02:01:19.769586+00:00,14286,69,20
2026-09-18T03:01:00.794957+00:00,14709,70,20
2026-09-18T04:01:20.943338+00:00,14826,70,20
2026-09-18T05:01:08.483031+00:00,14940,71,20
2026-09-18T06:01:27.461111+00:00,15058,71,20
2026-09-18T07:01:14.565562+00:00,15132,71,20
2026-09-18T08:00:56.121039+00:00,15132,71,20
2026-09-18T09:01:11.262315+00:00,15132,71,20
2026-09-18T10:01:11.759243+00:00,15132,71,20
2026-09-18T11:00:45.804317+00:00,15132,71,20
2026-09-18T12:01:21.275097+00:00,15132,71,20
2026-09-18T13:01:31.220041+00:00,15132,71,20
2026-09-18T14:01:24.532036+00:00,15132,71,20
2026-09-18T15:00:50.388970+00:00,15132,71,20
2026-09-18T16:01:17.234438+00:00,15132,71,20
2026-09-18T17:01:05.849956+00:00,15132,71,20
2026-09-18T18:01:15.590036+00:00,15132,71,20
2026-09-18T19:01:27.319953+00:00,15132,71,20
2026-09-18T20:01:10.151504+00:00,15132,71,20
2026-09-18T21:01:24.051397+00:00,15132,71,20
