timestamp,views,likes,comments
2026-09-12T13:01:23.805035+00:00,1549,14,40
2026-09-12T14:00:48.841648+00:00,3303,49,72
2026-09-12T15:01:07.292029+00:00,4784,70,95
2026-09-12T16:01:23.831337+00:00,6338,88,115
2026-09-12T17:01:19.438565+00:00,8713,117,147
2026-09-12T18:01:12.646906+00:00,14936,134,174
2026-09-12T19:01:12.152069+00:00,20920,150,184
2026-09-12T20:00:42.914895+00:00,26739,162,193
2026-09-12T21:01:06.482093+00:00,32311,173,200
2026-09-12T22:00:41.593156+00:00,37222,188,210
2026-09-12T23:00:56.348139+00:00,40471,200,213
2026-09-13T00:00:51.740893+00:00,43903,211,220
2026-09-13T01:00:41.895668+00:00,47812,220,223
2026-09-13T02:00:38.690064+00:00,49463,238,232
2026-09-13T03:00:47.613774+00:00,52480,244,239
2026-09-13T04:01:07.202839+00:00,55356,253,240
2026-09-13T05:00:56.661914+00:00,57392,264,244
2026-09-13T06:01:09.828180+00:00,59992,274,253
2026-09-13T07:01:05.575019+00:00,62718,284,256
2026-09-13T08:01:12.371672+00:00,65318,298,267
2026-09-13T09:01:14.855662+00:00,67542,311,273
2026-09-13T10:00:55.188809+00:00,72443,322,284
2026-09-13T11:01:13.666854+00:00,73244,327,286
2026-09-13T12:01:23.258458+00:00,74694,332,293
2026-09-13T13:00:40.685656+00:00,76759,337,300
2026-09-13T14:00:41.567328+00:00,78961,343,302
2026-09-13T15:01:06.225150+00:00,81154,348,302
2026-09-13T16:01:15.974198+00:00,82904,354,314
2026-09-13T17:01:12.606322+00:00,84537,354,314
2026-09-13T18:01:15.085276+00:00,85755,357,317
2026-09-13T19:00:55.642039+00:00,85755,359,319
2026-09-13T20:01:19.045365+00:00,85883,361,319
2026-09-13T21:00:41.115404+00:00,86676,363,320
2026-09-13T22:00:57.588485+00:00,87479,365,320
2026-09-13T23:00:57.072497+00:00,88506,368,321
2026-09-13T23:47:57.182589+00:00,88506,368,321
2026-09-14T00:00:28.353389+00:00,88909,369,321
2026-09-14T01:01:15.381527+00:00,89087,371,323
2026-09-14T02:01:18.767143+00:00,90075,375,319
2026-09-14T03:00:59.324653+00:00,90412,378,320
2026-09-14T04:00:57.242732+00:00,91514,381,323
2026-09-14T05:00:37.001026+00:00,91841,384,324
2026-09-14T06:00:47.932178+00:00,92992,390,325
2026-09-14T07:01:08.732537+00:00,93472,393,327
2026-09-14T08:01:10.741483+00:00,94225,398,330
2026-09-14T09:01:07.824423+00:00,97080,400,336
2026-09-14T10:01:29.441995+00:00,99516,408,344
2026-09-14T11:01:06.352904+00:00,100145,408,350
2026-09-14T12:00:42.662116+00:00,100845,416,353
2026-09-14T13:00:44.791543+00:00,102207,420,357
2026-09-14T14:00:46.430295+00:00,103934,421,361
2026-09-14T15:01:17.219436+00:00,106283,424,373
2026-09-14T16:01:17.192101+00:00,109062,432,381
2026-09-14T17:01:31.928065+00:00,110542,433,385
