timestamp,views,likes,comments
2026-09-18T07:01:16.521234+00:00,393,9,0
2026-09-18T08:00:58.145731+00:00,614,15,0
2026-09-18T09:01:13.018145+00:00,615,14,0
2026-09-18T10:01:13.636051+00:00,1061,27,0
2026-09-18T11:00:47.441896+00:00,1168,29,0
2026-09-18T12:01:23.183347+00:00,1607,34,0
2026-09-18T13:01:33.160889+00:00,1924,38,0
2026-09-18T14:01:26.562638+00:00,2197,43,1
2026-09-18T15:00:52.276463+00:00,2834,45,1
2026-09-18T16:01:19.385364+00:00,3509,56,1
2026-09-18T17:01:07.547163+00:00,4339,59,1
2026-09-18T18:01:17.299936+00:00,4845,61,1
2026-09-18T19:01:29.169232+00:00,5164,63,1
2026-09-18T20:01:12.135902+00:00,5386,65,1
2026-09-18T21:01:26.044590+00:00,5543,65,1
2026-09-18T22:01:10.033528+00:00,5628,67,1
2026-09-18T23:00:54.587586+00:00,5695,68,1
2026-09-19T00:01:14.031292+00:00,5793,69,1
2026-09-19T01:01:10.397954+00:00,5900,71,1
2026-09-19T02:00:55.742600+00:00,6040,71,1
