timestamp,views,likes,comments
2026-09-10T23:27:54.148158+00:00,1,0,0
2026-09-11T00:00:19.824192+00:00,101,2,1
2026-09-11T01:00:54.154383+00:00,213,3,32
2026-09-11T02:00:39.009995+00:00,328,8,28
2026-09-11T03:00:44.970383+00:00,619,8,28
2026-09-11T04:01:07.290541+00:00,975,11,5
2026-09-11T05:00:39.243345+00:00,2236,15,5
2026-09-11T06:00:50.365207+00:00,2988,16,5
2026-09-11T07:01:07.814627+00:00,3203,16,5
2026-09-11T08:01:14.660256+00:00,3203,16,5
2026-09-11T09:01:09.351467+00:00,4297,18,5
2026-09-11T10:00:44.864828+00:00,4859,18,5
2026-09-11T11:00:57.259005+00:00,4897,19,9
2026-09-11T12:01:23.237758+00:00,4981,19,7
2026-09-11T13:00:32.784474+00:00,5085,19,7
2026-09-11T14:01:08.905966+00:00,5188,21,6
2026-09-11T15:01:12.693656+00:00,5266,22,6
2026-09-11T16:00:29.177893+00:00,5321,22,6
2026-09-11T17:01:00.447710+00:00,5388,22,6
2026-09-11T18:01:19.153106+00:00,5400,22,6
2026-09-11T19:01:11.225109+00:00,5400,22,6
2026-09-11T20:01:20.272098+00:00,5400,22,6
2026-09-11T21:01:09.451299+00:00,5400,22,6
2026-09-11T22:01:21.531831+00:00,5538,22,6
2026-09-11T23:00:45.544427+00:00,5571,22,6
2026-09-12T00:01:25.738838+00:00,5605,23,6
2026-09-12T01:00:49.541688+00:00,5607,23,6
2026-09-12T02:00:46.726900+00:00,5607,23,6
2026-09-12T03:01:11.996531+00:00,5607,23,6
2026-09-12T04:00:54.157019+00:00,5651,23,6
2026-09-12T05:01:01.324068+00:00,5651,23,6
2026-09-12T06:01:18.984042+00:00,5651,23,6
2026-09-12T07:00:49.497978+00:00,5698,23,6
2026-09-12T08:00:56.933177+00:00,5699,23,6
2026-09-12T09:00:49.928999+00:00,5699,23,6
2026-09-12T10:01:16.261321+00:00,5728,23,6
2026-09-12T11:01:04.732579+00:00,5728,23,6
2026-09-12T12:00:45.489256+00:00,5728,23,6
2026-09-12T13:01:21.205050+00:00,5744,23,6
2026-09-12T14:00:46.230465+00:00,5744,23,6
2026-09-12T15:01:04.206348+00:00,5744,23,6
2026-09-12T16:01:21.305253+00:00,5763,23,6
2026-09-12T17:01:16.801132+00:00,5763,23,6
2026-09-12T18:01:10.157828+00:00,5772,23,6
2026-09-12T19:01:09.546889+00:00,5772,23,6
2026-09-12T20:00:40.250961+00:00,5772,23,6
2026-09-12T21:01:03.537139+00:00,5786,23,6
2026-09-12T22:00:38.788280+00:00,5786,23,6
2026-09-12T23:00:54.034214+00:00,5794,23,6
2026-09-13T00:00:49.398551+00:00,5794,23,6
2026-09-13T01:00:39.161516+00:00,5794,23,6
2026-09-13T02:00:36.028965+00:00,5794,23,6
2026-09-13T03:00:45.225015+00:00,5810,23,6
2026-09-13T04:01:04.729008+00:00,5810,23,6
2026-09-13T05:00:53.683627+00:00,5810,23,6
2026-09-13T06:01:06.487870+00:00,5858,23,6
2026-09-13T07:01:02.828431+00:00,5858,23,6
