timestamp,views,likes,comments
2026-09-15T07:01:07.440915+00:00,571,10,7
2026-09-15T08:00:33.839202+00:00,1122,21,9
2026-09-15T09:01:05.634921+00:00,2239,28,11
2026-09-15T10:01:11.343665+00:00,4273,38,15
2026-09-15T11:00:44.127024+00:00,5388,39,18
2026-09-15T12:01:02.122651+00:00,6451,41,21
2026-09-15T13:00:50.008317+00:00,7451,43,24
2026-09-15T14:00:59.495887+00:00,8177,45,24
2026-09-15T15:00:36.050995+00:00,8646,46,26
2026-09-15T16:01:49.741232+00:00,8911,47,26
2026-09-15T17:01:06.328918+00:00,9032,47,26
2026-09-15T18:00:57.368430+00:00,9079,47,26
2026-09-15T19:01:30.431520+00:00,9181,47,26
2026-09-15T20:00:43.326081+00:00,9288,47,26
2026-09-15T21:01:11.885303+00:00,9357,47,26
2026-09-15T22:01:35.550426+00:00,9440,47,27
2026-09-15T23:01:26.997458+00:00,9489,47,27
2026-09-16T00:00:38.257588+00:00,9521,47,27
2026-09-16T01:01:06.234856+00:00,9552,47,27
2026-09-16T02:01:04.596537+00:00,9602,47,27
2026-09-16T03:00:46.452534+00:00,9604,47,27
2026-09-16T04:01:05.276196+00:00,9643,48,27
2026-09-16T05:00:42.337572+00:00,9691,49,27
2026-09-16T06:01:14.452257+00:00,9729,50,27
2026-09-16T07:01:13.447850+00:00,9773,50,27
2026-09-16T08:00:49.914262+00:00,9792,50,27
2026-09-16T09:01:04.022611+00:00,9792,50,27
2026-09-16T10:01:10.004462+00:00,9792,50,27
2026-09-16T11:00:44.228958+00:00,9856,50,27
2026-09-16T12:00:43.462824+00:00,9856,50,27
2026-09-16T13:01:26.278779+00:00,9856,50,27
2026-09-16T14:00:40.838589+00:00,9866,50,27
2026-09-16T15:01:19.883685+00:00,9866,50,27
2026-09-16T16:02:09.965576+00:00,9866,50,27
2026-09-16T17:00:47.841659+00:00,9836,50,27
2026-09-16T18:01:08.171789+00:00,9836,50,27
2026-09-16T19:01:14.728666+00:00,9836,50,27
2026-09-16T20:00:56.914261+00:00,9874,51,27
2026-09-16T21:01:34.923431+00:00,9886,52,27
2026-09-16T22:01:12.125569+00:00,9891,52,27
2026-09-16T23:01:08.829542+00:00,9891,52,27
2026-09-17T00:00:49.220462+00:00,9891,52,27
2026-09-17T01:00:58.517568+00:00,9940,52,27
2026-09-17T02:01:10.079249+00:00,9940,52,27
2026-09-17T03:00:45.627170+00:00,9940,52,27
2026-09-17T04:01:12.111139+00:00,9984,52,27
2026-09-17T05:00:47.060463+00:00,9982,52,27
2026-09-17T06:01:48.643761+00:00,9984,52,27
2026-09-17T07:00:50.221991+00:00,10002,52,27
2026-09-17T08:00:44.595875+00:00,10001,52,27
2026-09-17T09:01:21.594926+00:00,10002,52,27
2026-09-17T10:00:40.798142+00:00,10029,52,27
2026-09-17T11:01:23.844284+00:00,10029,52,27
2026-09-17T12:01:25.691800+00:00,10029,52,27
2026-09-17T13:01:29.251284+00:00,10044,52,27
2026-09-17T14:01:28.255514+00:00,10044,52,27
2026-09-17T15:01:17.795740+00:00,10044,52,27
2026-09-17T16:01:19.638463+00:00,10059,52,27
2026-09-17T17:01:18.480566+00:00,10063,52,27
2026-09-17T18:00:43.707004+00:00,10063,52,27
2026-09-17T19:01:03.581723+00:00,10063,52,27
2026-09-17T20:01:16.649543+00:00,10063,52,27
2026-09-17T21:00:56.386219+00:00,10078,52,27
2026-09-17T22:01:27.956039+00:00,10078,52,27
2026-09-17T23:00:49.784302+00:00,10078,52,27
2026-09-18T00:01:09.687076+00:00,10084,52,27
2026-09-18T01:01:02.347823+00:00,10084,52,27
2026-09-18T02:01:17.267689+00:00,10102,53,27
2026-09-18T03:00:58.118912+00:00,10102,53,27
2026-09-18T04:01:18.371777+00:00,10102,53,27
2026-09-18T05:01:05.886260+00:00,10112,52,27
2026-09-18T06:01:25.026685+00:00,10113,52,27
2026-09-18T07:01:11.860494+00:00,10112,52,27
2026-09-18T08:00:53.156326+00:00,10066,52,27
2026-09-18T09:01:08.676629+00:00,10068,52,27
2026-09-18T10:01:09.273306+00:00,10066,52,27
2026-09-18T11:00:43.253206+00:00,10073,52,27
2026-09-18T12:01:19.066636+00:00,10073,52,27
2026-09-18T13:01:28.698115+00:00,10073,52,27
2026-09-18T14:01:22.016486+00:00,10073,52,27
2026-09-18T15:00:46.919259+00:00,10073,52,27
2026-09-18T16:01:10.928481+00:00,10073,52,27
2026-09-18T17:01:03.400530+00:00,10076,53,27
2026-09-18T18:01:13.218603+00:00,10076,53,27
2026-09-18T19:01:24.655095+00:00,10076,53,27
2026-09-18T20:01:07.538060+00:00,10076,53,27
