timestamp,views,likes,comments
2026-09-14T16:01:19.710021+00:00,3266,181,48
2026-09-14T17:01:35.049333+00:00,5463,627,294
2026-09-14T18:00:35.753998+00:00,10019,1086,432
2026-09-14T19:01:12.697627+00:00,34786,1483,538
2026-09-14T20:01:22.650346+00:00,63977,1768,683
2026-09-14T21:00:56.935248+00:00,95345,2012,774
2026-09-14T22:01:18.908259+00:00,128869,2190,824
2026-09-14T23:01:29.844392+00:00,155545,2371,888
2026-09-15T00:01:02.957259+00:00,178325,2519,935
2026-09-15T01:00:46.972188+00:00,199878,2660,956
2026-09-15T02:00:49.067253+00:00,212019,2772,972
2026-09-15T03:00:57.223212+00:00,225947,2853,988
2026-09-15T04:00:43.576857+00:00,243717,2901,998
2026-09-15T05:01:24.656760+00:00,249735,2950,1011
2026-09-15T06:00:50.226309+00:00,254050,2981,1017
2026-09-15T07:01:06.317847+00:00,257475,2993,1024
2026-09-15T08:00:32.699485+00:00,260521,3000,1028
2026-09-15T09:01:04.246129+00:00,262615,3012,1028
2026-09-15T10:01:10.049055+00:00,265346,3024,1032
2026-09-15T11:00:42.785115+00:00,266036,3027,1035
2026-09-15T12:01:00.751575+00:00,266692,3039,1038
2026-09-15T13:00:48.553345+00:00,267943,3061,1042
2026-09-15T14:00:58.176944+00:00,269466,3079,1044
2026-09-15T15:00:34.800942+00:00,271488,3092,1052
2026-09-15T16:01:48.341375+00:00,273392,3100,1055
2026-09-15T17:01:04.975722+00:00,274240,3109,1057
